NAME_0,NAME_1,NAME_2,GID_2,date_code,ndvi_value,date,year,source_file
Malawi,Nsanje,SC Makoka,MWI.21.3_1,001MOD13A2,0.6692410714285715,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nsanje,SC Mbenje,MWI.21.4_1,001MOD13A2,0.6492090579710146,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nsanje,TA Chimombo,MWI.21.5_1,001MOD13A2,0.678353125,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nsanje,TA Malemia,MWI.21.6_1,001MOD13A2,0.7005765217391305,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nsanje,TA Mlolo,MWI.21.7_1,001MOD13A2,0.6215094276094276,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nsanje,TA Ndamera,MWI.21.8_1,001MOD13A2,0.6760262195121952,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nsanje,TA Ngabu,MWI.21.9_1,001MOD13A2,0.6817551020408164,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nsanje,TA Nyachikadza,MWI.21.10_1,001MOD13A2,0.7683246376811594,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nsanje,TA Tengani,MWI.21.11_1,001MOD13A2,0.7277607973421927,2013-01-01,2013,new2020_ndvi.csv
Malawi,Ntcheu,Ntcheu Boma,MWI.22.1_1,001MOD13A2,0.7488777777777778,2013-01-01,2013,new2020_ndvi.csv
Malawi,Ntcheu,SC Champiti,MWI.22.2_1,001MOD13A2,0.7122551282051283,2013-01-01,2013,new2020_ndvi.csv
Malawi,Ntcheu,SC Goodson Ganya,MWI.22.3_1,001MOD13A2,0.7193986024844721,2013-01-01,2013,new2020_ndvi.csv
Malawi,Ntcheu,SC Makwangwala,MWI.22.4_1,001MOD13A2,0.7287386206896552,2013-01-01,2013,new2020_ndvi.csv
Malawi,Ntcheu,TA Masasa,MWI.22.7_1,001MOD13A2,0.7044683720930234,2013-01-01,2013,new2020_ndvi.csv
Malawi,Ntcheu,TA Mpando,MWI.22.8_1,001MOD13A2,0.7430296089385475,2013-01-01,2013,new2020_ndvi.csv
Malawi,Ntcheu,TA Njolomole,MWI.22.9_1,001MOD13A2,0.7000563106796117,2013-01-01,2013,new2020_ndvi.csv
Malawi,Ntcheu,TA Phambala,MWI.22.10_1,001MOD13A2,0.7243123310810812,2013-01-01,2013,new2020_ndvi.csv
